content,label,cluster
"特朗普到华盛頓最严重的传染病医院看望医护人员和病人，没有戴口罩……<img alt=[生病] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_shengbing-9098a7d928.png""                 style=""width:1em; height:1em;"" /> 悄悄围观的微博视频 ",1,93
【此刻，你愿为这些被残杀的生命转发吗？】近日，厦门海关查获一批涉嫌走私的象牙57根，重118.8公斤，这些象牙大部分属于幼年象，估计最小的只有3岁。为了获得完整的象牙，大象的整个面部都会被偷猎者残忍割掉！你能想象在这些象宝宝身上发生的残忍画面吗[泪]不购买野生动物制品，支持的转！By央视,0,28
【万达子公司AMC盘前大涨超80%影视板块或迎新机会？】据澎湃新闻报道，5月11日，万达旗下AMC院线美股盘前涨超80%。因疫情导致电影院线关闭，2020年以来AMC股价已累计下跌47%。英国《每日邮报》消息，#亚马逊考虑收购AMC#的可能性。报道称AMC濒临破产，给了亚马逊低价收购的机会。@时间财经http://t.cn/A6AmAQ6Z,0,94
"【复旦投毒案续：最后一面没有道别林父放弃遗体捐献】昨日上午的见面，林父反复追问疑惑，儿子却只回答""现在都没用了，爸，对不起""。下午林森浩死讯传来，61岁的林父悲痛难忍，黄父表示""已经没有盼头，只能过一天算一天""。此前，林森浩曾想捐献遗体，林父称不会这样做，要将儿子的骨灰带回老家安葬。",0,95
香港浸会大学学生会认为他们的普通话豁免测试是“刻意刁难”，难度太大，所以才煽动学生“占领”学校语文中心，粗言辱骂教职员。好吧，我们找份测试样卷看看，你觉得难度如何？,0,96
#热点#【调查称我国9成短命建筑系不合理拆除每年浪费数千亿】赵晋在天津开发的水岸银座及名门广场项目将拆除，其中一栋高度已超200米。此前，西安一座1999年封顶的118米高楼被爆破，郑州建成仅5年的天桥因与地铁工程存在矛盾，被整体拆卸。“拆了建、建了拆”的闹剧一再上演。http://t.cn/R4yWYVC,0,1
东野圭吾：推理之王的进阶之路,0,97
今天在微信上看到一个消息，不知道是不是真的，卖狗肉违法了， 国家食品药品监督局11月1日开始集中受理狗肉馆举报，举报电话：12331 ．有没有了解这个消息真假的？@囍时光 @领养小铺 @動物求救訊息中心 @曹菡艾 @冰葫儿 @春天来了想夏天 @抵制吃流浪狗猫 我在这里:2北京·诚苑中里 ,1,98
埃航最后一分钟令人无助，令人窒息，令人恐怖…… 福州 · 茶亭世茂 xia97889的微博视频 ,1,99
【《邪恶力量》衍生剧改名及确定女主角！】CW宣布《邪恶力量》衍生剧改名为《邪恶力量：血统》（Supernatural:Bloodlines），同时MelissaRoxburgh成为衍生剧女主角。该剧描述芝加哥城中恶魔猎人和各种灵异生物之间永无休止的战争。《血统》的试映集将在4月29日作为《邪恶力量》的常规集进行播出。,0,100
发生在北京街头的一幕，《欧洲时报》作了报道。一辆轿车驶入了非机动车区，被一老外发现了。老外微笑着劝说司机回到机动车道去。司机不听，使劲鸣喇叭要老外让开，还爆粗口，扬言要把她的自行车砸了。围观的人竟然没有一个站出来谴责司机。这辆车是京HL2021，丢人都丢到国外了。。。帮忙搜搜这厮是谁？ ,1,101
【看完这个视频，泪眼婆娑[泪]】英国达人秀中有一段投影舞被疯传，这段不足4分钟的舞蹈由8位舞者共同完成，一男一女负责情侣角色，舞出他们从相识到相恋、结婚生子直到丈夫入伍、牺牲，妻子携年幼女儿在墓地献花的过程[心]看完眼泪掉下来，太震撼了[good]http://t.cn/RUSAu2Xvia@阅读手册,0,102
【保护小动物们的好消息来了！[鼓掌]】上海已开通全国首个卖猫狗肉的举报电话！只要拨打食品药品安全投诉热线12331就可举报，而且政府奖励¥500！！！已经有网友举报成功并拿到了奖金！这可谓是新年最好的消息之一了，爱猫狗的亲们赶紧转起来吧！！！[good][good][good]「上海资讯，微信搜：iknow021」,1,102
#车圈新闻#【获超万亿元意向性授信，一汽称并非真实资金需求额度】针对获得16家银行超万亿元意向性授信额度一事，中国一汽回应称，中国一汽与各银行签署的是框架性合作协议，各银行给中国一汽的授信额度为意向性授信额度，并非实际授信额度。中国一汽还强调，上述意向授信额度不代表一汽目前真实的资金展开全文c,0,103
【删错文件，并且回收站也清空，如何找回！】 一不小心，删错了，还把回收站清空了，咋办啊？ 只要三步，你就能找回你删掉并清空回收站的东西（转）,1,104
【夏天岛变“荒岛”，员工急寻姚非拉】昨天下午，中国国际动漫节节展办的领导去看望了岛上的画家们，有些小作者说着说着就忍不住哭了……让大家恐慌的是，在最近这些风口浪尖的日子里，夏天岛负责人姚非拉居然音讯全无。“马上过年了，如果老大不回来，下个月的连载稿费就拿不到了”（分享自@凤凰网）...展开全文c,0,53
【10岁的他走了，捐献器官救5人[泪]】11月28日，安徽临泉10岁男孩陈硕外出遇车祸被确诊脑死亡，其父母决定捐献孩子器官捐献，让更多的人获得新生，让孩子生命延续！目前，孩子的肝脏、肾脏已移植给3人，眼角膜使2人重见光明。但肇事司机逃逸，至今仍未露面…http://t.cn/R4hnnl0转发送送小天使！,0,105
#晚安#【买基金也要看颜值？你选择基金的标准是什么？】股市大幅调整之际，一位90后新晋美女基金经理也引起了基民的关注，原因是其刚上任10个交易日，其管理的两只基金净值跌幅就均超过20%。但也不少网友表示，梦圆刚刚上任，基金仓位为上任基金经理遗留，净值大跌不应该由她背锅。在梦圆管理的两只基...全文,0,27
惊现注胶的 ​​​​,1,106
【中国猫比中国狗幸运】07年底开始实施的《新资源食品管理办法》第二条，对新资源食品进行了界定，猫属于界定中的第一项“在我国无食用习惯的动物”，不属于畜禽范畴。《畜牧法》对畜禽的定义是列入畜禽资源目录的动物，猫不在此列。什么时候狗狗也享受这一国家待遇？中国恶吃市场上的狗狗着急中。 ,1,107
成都女研究生，合同、首付、贷款全搞定，就差网签，不料半夜出台限购政策，买房梦化为泡影，精神崩溃！成都一名女子在房管局嗷嗷痛哭：自己从农村出来，辛苦多年，读到研究生，“成都不要我们了”！秒拍视频.,0,108
【拜佛贪官照样倒台】 贪官们往往既搞贪腐，又求神灵保护。4日落马成为开年第一虎的南京市委书记杨卫泽，同样心虚害怕，竟在元旦去栖霞寺烧香。只是神灵佛祖以及菩萨，都不保佑贪官，烧香三天后，杨老虎栽了！菩萨真，求神灵不如求自己，不作不腐，焉能倒台落马？！ ,1,109
【西藏第一家肯德基明年开业】据路透社12月9日报道，美国快餐行业巨头肯德基决定于下月在西藏自治区开设首家连锁店，餐厅大约540平方米。早在2004年肯德基就计划进驻西藏。当时达赖喇嘛写信给肯德基，要求他们放弃开设计划，理由是杀鸡是对动物的残害，西藏人很少人吃鸡和鱼。http://t.cn/R4zxEsR,0,110
"#北京一确诊病例复工期间密切接触66人#北仑区下邵镇合兴村，四人打麻将被捉，要么拘留15天,要么抬桌走10公里，任其选择，他们选择抬着桌子走10公里的处罚网页链接 ",1,111
沈阳棋盘山大火🔥，违规用火者已抓获。 沈阳·佳和新城 网页链接 ,1,112
给你们说个鬼故事：过几天微博就可以看访客了。 ,1,113
"#文章抄袭#听说@文章同学 道歉贴是抄袭@高晓松 的，这是什么节奏啊，我只想对你说:""文章同学你肥皂掉了……""[挖鼻屎]#周一见#",1,114
【科学家研制新型设备：#或可令盲人恢复视力的装置#[并不简单]】近日，澳大利亚墨尔本莫纳什大学的科学家团队研发了一款或可令盲人“恢复视力”的装置，并将进行首次人类临床试验。这套装置的工作原理是，首先，将摄像头收集的信息经过解释，以无线方式传输到植入在人脑中的磁片。之后，磁片将数据转化为电脉冲，再通过微电极传送到神经元。这套系统已在此前的动物试验中被证明是有效的。http://t.cn/A64HtBMj,0,28
【#埃航坠机事故追踪# 事故现场短暂开放：没有一件完整的、能看出形状的东西】目前事故现场的挖掘救援行动已经结束，对黑匣子的解读工作正在进行。埃塞俄比亚空难最后二分钟视频和地面车辆留下的空难落地镜头。 火勺看点的微博视频 ,1,115
【评书表演艺术家刘立福去世转起送送老人】昨天21：20，评书名家刘立福先生因病医治无效在天津去世，终年92岁。刘老先生自幼学书，以陈派《聊斋》见长，在评书界颇有声望。四年前还坚持在书馆演出，神气俱佳。你听过他的评书吗？网友：刘老辞世是曲艺界的损失！老艺术家走好[泪]http://t.cn/RUem3V6,0,116
【保定一#男子醉驾被罚后发朋友圈辱骂交警被拘留#】近日，保定一男子因醉酒驾驶被公安交警依法查处后，竟然在朋友圈公开辱骂公安交警，最终其被公安机关依法处以行政拘留9日，并处罚款300元的处罚。河北交警微发布的微博视频（保定市交警）,0,28
美国新冠肺炎疫情继续恶化，不见任何好转的迹象：单日新增确诊2万多例，单日死亡高达1400多人，累计死亡即将达10万。遂宁·蓬溪县,0,117
【屌丝中奖一夜变高富帅 买豪车回单位辞职得瑟】上海青浦区练塘一位20岁出头小伙买彩票，中了6000万，税后4800万。然后，他开着兰博基尼LP700跑车到单位高调辞职，还请全车间吃饭，饭店订30几桌，每人一条熊猫香烟。据说当时厂领导的脸一会红一会绿。屌丝逆袭，一夜变高富帅啊。（猫扑） ,1,118
#南昌交警一线#【我正在看着你，目不转晴！男子用文件袋遮挡号牌监控全程录下“做案”过程】10月7日，收到网友抖音举报，在红角洲岭口路一辆凯迪拉克小车被一个大号文件袋遮挡号牌。蜀黍立即调取了事发路口的监控，通过视频发现在司机从驾驶室下来，用一个大文件袋遮挡住车牌，为了躲避电子警察抓拍。面对视频监控，司机承认了其违法行为，最终因故意遮挡号牌被依法处以罚款200元，驾驶证记12分。#一线微观#@公安部交通安全微发布@江西公安@江西省公安厅交通管理局@南昌公安@南昌同城http://t.cn/AiuRpRhC,0,119
